"","x","y"
"mage6.24.18.11.11.1",0.13696,0.326350000000001
"mage6.24.18.11.11.2",0.112350000000001,0.346680000000001
"mage6.24.18.11.11.3",0.159430000000001,0.337050000000001
"mage6.24.18.11.11.4",0.0492200000000009,0.25038
"mage6.24.18.11.11.5",0.268570000000001,0.340260000000001
"mage6.24.18.11.11.6",0.2889,0.379850000000001
"mage6.24.18.11.11.7",0.391620000000001,0.0620600000000013
"mage6.24.18.11.11.8",0.477220000000001,0.0995100000000007
"mage6.24.18.11.11.9",0.48792,0.19046
"mage6.24.18.11.11.10",0,0.111280000000001
"mage6.24.18.11.11.11",0.41088,0.231120000000001
"mage6.24.18.11.11.12",0.470800000000001,0
"mage6.24.18.11.11.13",0.578870000000001,0.120910000000001
"mage6.24.18.11.11.14",0.485780000000001,0.204370000000001
"mage6.24.18.11.11.15",0.400180000000001,0.352030000000001
"mage6.24.18.11.11.16",0.52002,0.438700000000001
"mage6.24.18.11.11.17",0.518950000000001,0.36915
"mage6.24.18.11.11.18",0.501830000000001,0.528580000000001
"mage6.28.9.12.12.1",0.23112,0
"mage6.28.9.12.12.2",0,0.00749000000000003
"mage6.28.9.12.12.3",0.11663,0.12305
"mage6.28.9.12.12.4",0.51788,0.20009
"mage6.28.9.12.12.5",0.535,0.23647
"mage6.28.9.12.12.6",0.51253,0.15515
"mage6.28.9.12.12.7",0.42907,0.20865
"mage6.28.9.12.12.8",0.50611,0.2782
"mage6.28.9.12.12.9",0.41302,0.37236
"mage6.62.30.27.27.1",0.15515,0.12733
"mage6.62.30.27.27.2",0.214,0.11556
"mage6.62.30.27.27.3",0.13161,0.102720000000001
"mage6.62.30.27.27.4",0.14873,0.14017
"mage6.62.30.27.27.5",0.2354,0.14338
"mage6.62.30.27.27.6",0.21079,0.20544
"mage6.62.30.27.27.7",0.14231,0.23112
"mage6.62.30.27.27.8",0.1498,0.209720000000001
"mage6.62.30.27.27.9",0,0.308159999999999
"mage6.62.30.27.27.10",0.0481499999999995,0.295320000000001
"mage6.62.30.27.27.11",0.0567100000000001,0.340260000000001
"mage6.62.30.27.27.12",0.15729,0.527510000000001
"mage6.62.30.27.27.13",0.11984,0.35738
"mage6.62.30.27.27.14",0.16157,0.527510000000001
"mage6.62.30.27.27.15",0.31779,0.527510000000001
"mage6.62.30.27.27.16",0.19902,0.557470000000001
"mage6.62.30.27.27.17",0.144449999999999,0.42158
"mage6.62.30.27.27.18",0.11877,0.396970000000001
"mage6.62.30.27.27.19",0.12412,0.25038
"mage6.62.30.27.27.20",0.15836,0.19688
"mage6.62.30.27.27.21",0.23433,0
"mage6.62.30.27.27.22",0.0930899999999997,0.0984400000000002
"mage6.62.30.27.27.23",0.193669999999999,0.11663
"mage6.62.30.27.27.24",0.0278199999999998,0.39162
"mage6.62.30.27.27.25",0.27713,0.21186
"mage6.62.30.27.27.26",0.21507,0.248240000000001
"mage6.62.30.27.27.27",0.33705,0.33384
"mage6.62.30.27.27.28",0.47508,0.533930000000001
"mage6.62.30.27.27.29",0.46759,0.55319
"mage6.62.30.27.27.30",0.63986,0.84958
"mage6.98.13.37.37.1",0.324209999999999,0.34133
"mage6.98.13.37.37.2",0.11449,0.27713
"mage6.98.13.37.37.3",0.178689999999999,0.132679999999999
"mage6.98.13.37.37.4",0.1391,0.138030000000001
"mage6.98.13.37.37.5",0.34989,0.0652699999999999
"mage6.98.13.37.37.6",0.3531,0.0299600000000001
"mage6.98.13.37.37.7",0,0
"mage6.98.13.37.37.8",0.12091,0.02675
